Name,Barcode,Description,Weight,Status,CategoryName
Office Supplies Item 122,2000000008714,Office Supplies product 122 - generated seed data.,19.83,1,Office Supplies
Office Supplies Item 123,2000000008721,Office Supplies product 123 - generated seed data.,4.33,2,Office Supplies
Office Supplies Item 124,2000000008738,Office Supplies product 124 - generated seed data.,2.07,0,Office Supplies
Office Supplies Item 125,2000000008745,Office Supplies product 125 - generated seed data.,21.78,1,Office Supplies
Office Supplies Item 126,2000000008752,Office Supplies product 126 - generated seed data.,15.53,2,Office Supplies
Office Supplies Item 127,2000000008769,Office Supplies product 127 - generated seed data.,6.1,0,Office Supplies
Office Supplies Item 128,2000000008776,Office Supplies product 128 - generated seed data.,22.83,1,Office Supplies
Office Supplies Item 129,2000000008783,Office Supplies product 129 - generated seed data.,3.66,2,Office Supplies
Office Supplies Item 130,2000000008790,Office Supplies product 130 - generated seed data.,11.58,0,Office Supplies
Office Supplies Item 131,2000000008806,Office Supplies product 131 - generated seed data.,6.42,1,Office Supplies
Office Supplies Item 132,2000000008813,Office Supplies product 132 - generated seed data.,6.46,2,Office Supplies
Office Supplies Item 133,2000000008820,Office Supplies product 133 - generated seed data.,0.33,0,Office Supplies
Office Supplies Item 134,2000000008837,Office Supplies product 134 - generated seed data.,20.14,1,Office Supplies
Office Supplies Item 135,2000000008844,Office Supplies product 135 - generated seed data.,22.54,2,Office Supplies
Office Supplies Item 136,2000000008851,Office Supplies product 136 - generated seed data.,16.97,0,Office Supplies
Office Supplies Item 137,2000000008868,Office Supplies product 137 - generated seed data.,4.03,1,Office Supplies
Office Supplies Item 138,2000000008875,Office Supplies product 138 - generated seed data.,11.1,2,Office Supplies
Office Supplies Item 139,2000000008882,Office Supplies product 139 - generated seed data.,8.7,0,Office Supplies
Office Supplies Item 140,2000000008899,Office Supplies product 140 - generated seed data.,14.73,1,Office Supplies
Office Supplies Item 141,2000000008905,Office Supplies product 141 - generated seed data.,16.01,2,Office Supplies
Office Supplies Item 142,2000000008912,Office Supplies product 142 - generated seed data.,10.67,0,Office Supplies
Office Supplies Item 143,2000000008929,Office Supplies product 143 - generated seed data.,6.33,1,Office Supplies
Office Supplies Item 144,2000000008936,Office Supplies product 144 - generated seed data.,21.15,2,Office Supplies
Office Supplies Item 145,2000000008943,Office Supplies product 145 - generated seed data.,5.06,0,Office Supplies
Office Supplies Item 146,2000000008950,Office Supplies product 146 - generated seed data.,9.68,1,Office Supplies
Office Supplies Item 147,2000000008967,Office Supplies product 147 - generated seed data.,12.13,2,Office Supplies
Office Supplies Item 148,2000000008974,Office Supplies product 148 - generated seed data.,6.01,0,Office Supplies
Office Supplies Item 149,2000000008981,Office Supplies product 149 - generated seed data.,14.34,1,Office Supplies
Office Supplies Item 150,2000000008998,Office Supplies product 150 - generated seed data.,14.41,2,Office Supplies
Toys & Games Item 001,2000000009001,Toys & Games product 1 - generated seed data.,24.82,0,Toys & Games
Toys & Games Item 002,2000000009018,Toys & Games product 2 - generated seed data.,7.45,1,Toys & Games
Toys & Games Item 003,2000000009025,Toys & Games product 3 - generated seed data.,24.45,2,Toys & Games
Toys & Games Item 004,2000000009032,Toys & Games product 4 - generated seed data.,16.49,0,Toys & Games
Toys & Games Item 005,2000000009049,Toys & Games product 5 - generated seed data.,6.93,1,Toys & Games
Toys & Games Item 006,2000000009056,Toys & Games product 6 - generated seed data.,14.19,2,Toys & Games
Toys & Games Item 007,2000000009063,Toys & Games product 7 - generated seed data.,17.18,0,Toys & Games
Toys & Games Item 008,2000000009070,Toys & Games product 8 - generated seed data.,18.64,1,Toys & Games
Toys & Games Item 009,2000000009087,Toys & Games product 9 - generated seed data.,1.32,2,Toys & Games
Toys & Games Item 010,2000000009094,Toys & Games product 10 - generated seed data.,15.2,0,Toys & Games
Toys & Games Item 011,2000000009100,Toys & Games product 11 - generated seed data.,12.47,1,Toys & Games
Toys & Games Item 012,2000000009117,Toys & Games product 12 - generated seed data.,22.61,2,Toys & Games
Toys & Games Item 013,2000000009124,Toys & Games product 13 - generated seed data.,7.23,0,Toys & Games
Toys & Games Item 014,2000000009131,Toys & Games product 14 - generated seed data.,19.99,1,Toys & Games
Toys & Games Item 015,2000000009148,Toys & Games product 15 - generated seed data.,15.22,2,Toys & Games
Toys & Games Item 016,2000000009155,Toys & Games product 16 - generated seed data.,8.87,0,Toys & Games
Toys & Games Item 017,2000000009162,Toys & Games product 17 - generated seed data.,15.95,1,Toys & Games
Toys & Games Item 018,2000000009179,Toys & Games product 18 - generated seed data.,15.56,2,Toys & Games
Toys & Games Item 019,2000000009186,Toys & Games product 19 - generated seed data.,16.98,0,Toys & Games
Toys & Games Item 020,2000000009193,Toys & Games product 20 - generated seed data.,18.05,1,Toys & Games
Toys & Games Item 021,2000000009209,Toys & Games product 21 - generated seed data.,16.51,2,Toys & Games
Toys & Games Item 022,2000000009216,Toys & Games product 22 - generated seed data.,20.97,0,Toys & Games
Toys & Games Item 023,2000000009223,Toys & Games product 23 - generated seed data.,15.74,1,Toys & Games
Toys & Games Item 024,2000000009230,Toys & Games product 24 - generated seed data.,22.59,2,Toys & Games
Toys & Games Item 025,2000000009247,Toys & Games product 25 - generated seed data.,16.19,0,Toys & Games
Toys & Games Item 026,2000000009254,Toys & Games product 26 - generated seed data.,7.79,1,Toys & Games
Toys & Games Item 027,2000000009261,Toys & Games product 27 - generated seed data.,11.08,2,Toys & Games
Toys & Games Item 028,2000000009278,Toys & Games product 28 - generated seed data.,14.53,0,Toys & Games
Toys & Games Item 029,2000000009285,Toys & Games product 29 - generated seed data.,18.34,1,Toys & Games
Toys & Games Item 030,2000000009292,Toys & Games product 30 - generated seed data.,2.34,2,Toys & Games
Toys & Games Item 031,2000000009308,Toys & Games product 31 - generated seed data.,7.45,0,Toys & Games
Toys & Games Item 032,2000000009315,Toys & Games product 32 - generated seed data.,18.71,1,Toys & Games
Toys & Games Item 033,2000000009322,Toys & Games product 33 - generated seed data.,4.47,2,Toys & Games
Toys & Games Item 034,2000000009339,Toys & Games product 34 - generated seed data.,3.39,0,Toys & Games
Toys & Games Item 035,2000000009346,Toys & Games product 35 - generated seed data.,13.53,1,Toys & Games
Toys & Games Item 036,2000000009353,Toys & Games product 36 - generated seed data.,24.29,2,Toys & Games
Toys & Games Item 037,2000000009360,Toys & Games product 37 - generated seed data.,13.32,0,Toys & Games
Toys & Games Item 038,2000000009377,Toys & Games product 38 - generated seed data.,22.85,1,Toys & Games
Toys & Games Item 039,2000000009384,Toys & Games product 39 - generated seed data.,20.78,2,Toys & Games
Toys & Games Item 040,2000000009391,Toys & Games product 40 - generated seed data.,6.5,0,Toys & Games
Toys & Games Item 041,2000000009407,Toys & Games product 41 - generated seed data.,20.63,1,Toys & Games
Toys & Games Item 042,2000000009414,Toys & Games product 42 - generated seed data.,12.1,2,Toys & Games
Toys & Games Item 043,2000000009421,Toys & Games product 43 - generated seed data.,20.18,0,Toys & Games
Toys & Games Item 044,2000000009438,Toys & Games product 44 - generated seed data.,18.69,1,Toys & Games
Toys & Games Item 045,2000000009445,Toys & Games product 45 - generated seed data.,8.53,2,Toys & Games
Toys & Games Item 046,2000000009452,Toys & Games product 46 - generated seed data.,2.97,0,Toys & Games
Toys & Games Item 047,2000000009469,Toys & Games product 47 - generated seed data.,24.08,1,Toys & Games
Toys & Games Item 048,2000000009476,Toys & Games product 48 - generated seed data.,3.6,2,Toys & Games
Toys & Games Item 049,2000000009483,Toys & Games product 49 - generated seed data.,24.17,0,Toys & Games
Toys & Games Item 050,2000000009490,Toys & Games product 50 - generated seed data.,21.52,1,Toys & Games
Toys & Games Item 051,2000000009506,Toys & Games product 51 - generated seed data.,18.13,2,Toys & Games
Toys & Games Item 052,2000000009513,Toys & Games product 52 - generated seed data.,24.5,0,Toys & Games
Toys & Games Item 053,2000000009520,Toys & Games product 53 - generated seed data.,24.19,1,Toys & Games
Toys & Games Item 054,2000000009537,Toys & Games product 54 - generated seed data.,20.13,2,Toys & Games
Toys & Games Item 055,2000000009544,Toys & Games product 55 - generated seed data.,9.21,0,Toys & Games
Toys & Games Item 056,2000000009551,Toys & Games product 56 - generated seed data.,19.79,1,Toys & Games
Toys & Games Item 057,2000000009568,Toys & Games product 57 - generated seed data.,0.45,2,Toys & Games
Toys & Games Item 058,2000000009575,Toys & Games product 58 - generated seed data.,13.46,0,Toys & Games
Toys & Games Item 059,2000000009582,Toys & Games product 59 - generated seed data.,11.42,1,Toys & Games
Toys & Games Item 060,2000000009599,Toys & Games product 60 - generated seed data.,16.85,2,Toys & Games
Toys & Games Item 061,2000000009605,Toys & Games product 61 - generated seed data.,16.84,0,Toys & Games
Toys & Games Item 062,2000000009612,Toys & Games product 62 - generated seed data.,14.66,1,Toys & Games
Toys & Games Item 063,2000000009629,Toys & Games product 63 - generated seed data.,20.58,2,Toys & Games
Toys & Games Item 064,2000000009636,Toys & Games product 64 - generated seed data.,23.51,0,Toys & Games
Toys & Games Item 065,2000000009643,Toys & Games product 65 - generated seed data.,2.8,1,Toys & Games
Toys & Games Item 066,2000000009650,Toys & Games product 66 - generated seed data.,5.92,2,Toys & Games
Toys & Games Item 067,2000000009667,Toys & Games product 67 - generated seed data.,0.72,0,Toys & Games
Toys & Games Item 068,2000000009674,Toys & Games product 68 - generated seed data.,22.12,1,Toys & Games
Toys & Games Item 069,2000000009681,Toys & Games product 69 - generated seed data.,14.08,2,Toys & Games
Toys & Games Item 070,2000000009698,Toys & Games product 70 - generated seed data.,22.89,0,Toys & Games
Toys & Games Item 071,2000000009704,Toys & Games product 71 - generated seed data.,5.61,1,Toys & Games
Toys & Games Item 072,2000000009711,Toys & Games product 72 - generated seed data.,1.67,2,Toys & Games
Toys & Games Item 073,2000000009728,Toys & Games product 73 - generated seed data.,20.61,0,Toys & Games
Toys & Games Item 074,2000000009735,Toys & Games product 74 - generated seed data.,22.74,1,Toys & Games
Toys & Games Item 075,2000000009742,Toys & Games product 75 - generated seed data.,7.62,2,Toys & Games
Toys & Games Item 076,2000000009759,Toys & Games product 76 - generated seed data.,10.27,0,Toys & Games
Toys & Games Item 077,2000000009766,Toys & Games product 77 - generated seed data.,3.58,1,Toys & Games
Toys & Games Item 078,2000000009773,Toys & Games product 78 - generated seed data.,23.66,2,Toys & Games
Toys & Games Item 079,2000000009780,Toys & Games product 79 - generated seed data.,7.68,0,Toys & Games
Toys & Games Item 080,2000000009797,Toys & Games product 80 - generated seed data.,12.37,1,Toys & Games
Toys & Games Item 081,2000000009803,Toys & Games product 81 - generated seed data.,2.52,2,Toys & Games
Toys & Games Item 082,2000000009810,Toys & Games product 82 - generated seed data.,22.19,0,Toys & Games
Toys & Games Item 083,2000000009827,Toys & Games product 83 - generated seed data.,3.48,1,Toys & Games
Toys & Games Item 084,2000000009834,Toys & Games product 84 - generated seed data.,11.4,2,Toys & Games
Toys & Games Item 085,2000000009841,Toys & Games product 85 - generated seed data.,16.8,0,Toys & Games
Toys & Games Item 086,2000000009858,Toys & Games product 86 - generated seed data.,18.6,1,Toys & Games
Toys & Games Item 087,2000000009865,Toys & Games product 87 - generated seed data.,23.65,2,Toys & Games
Toys & Games Item 088,2000000009872,Toys & Games product 88 - generated seed data.,10.54,0,Toys & Games
Toys & Games Item 089,2000000009889,Toys & Games product 89 - generated seed data.,18.58,1,Toys & Games
Toys & Games Item 090,2000000009896,Toys & Games product 90 - generated seed data.,3.95,2,Toys & Games
Toys & Games Item 091,2000000009902,Toys & Games product 91 - generated seed data.,10.43,0,Toys & Games
Toys & Games Item 092,2000000009919,Toys & Games product 92 - generated seed data.,2.57,1,Toys & Games
Toys & Games Item 093,2000000009926,Toys & Games product 93 - generated seed data.,12.28,2,Toys & Games
Toys & Games Item 094,2000000009933,Toys & Games product 94 - generated seed data.,10.26,0,Toys & Games
Toys & Games Item 095,2000000009940,Toys & Games product 95 - generated seed data.,23.79,1,Toys & Games
Toys & Games Item 096,2000000009957,Toys & Games product 96 - generated seed data.,0.91,2,Toys & Games
Toys & Games Item 097,2000000009964,Toys & Games product 97 - generated seed data.,9.33,0,Toys & Games
Toys & Games Item 098,2000000009971,Toys & Games product 98 - generated seed data.,11.14,1,Toys & Games
Toys & Games Item 099,2000000009988,Toys & Games product 99 - generated seed data.,23.77,2,Toys & Games
Toys & Games Item 100,2000000009995,Toys & Games product 100 - generated seed data.,21.4,0,Toys & Games
Toys & Games Item 101,2000000010007,Toys & Games product 101 - generated seed data.,2.57,1,Toys & Games
Toys & Games Item 102,2000000010014,Toys & Games product 102 - generated seed data.,17.17,2,Toys & Games
Toys & Games Item 103,2000000010021,Toys & Games product 103 - generated seed data.,13.66,0,Toys & Games
Toys & Games Item 104,2000000010038,Toys & Games product 104 - generated seed data.,24.45,1,Toys & Games
Toys & Games Item 105,2000000010045,Toys & Games product 105 - generated seed data.,9.03,2,Toys & Games
Toys & Games Item 106,2000000010052,Toys & Games product 106 - generated seed data.,10.01,0,Toys & Games
Toys & Games Item 107,2000000010069,Toys & Games product 107 - generated seed data.,4.83,1,Toys & Games
Toys & Games Item 108,2000000010076,Toys & Games product 108 - generated seed data.,3.14,2,Toys & Games
Toys & Games Item 109,2000000010083,Toys & Games product 109 - generated seed data.,21.22,0,Toys & Games
Toys & Games Item 110,2000000010090,Toys & Games product 110 - generated seed data.,11.42,1,Toys & Games
Toys & Games Item 111,2000000010106,Toys & Games product 111 - generated seed data.,16.6,2,Toys & Games
Toys & Games Item 112,2000000010113,Toys & Games product 112 - generated seed data.,16.08,0,Toys & Games
Toys & Games Item 113,2000000010120,Toys & Games product 113 - generated seed data.,14.97,1,Toys & Games
Toys & Games Item 114,2000000010137,Toys & Games product 114 - generated seed data.,0.63,2,Toys & Games
Toys & Games Item 115,2000000010144,Toys & Games product 115 - generated seed data.,19.69,0,Toys & Games
Toys & Games Item 116,2000000010151,Toys & Games product 116 - generated seed data.,6.16,1,Toys & Games
Toys & Games Item 117,2000000010168,Toys & Games product 117 - generated seed data.,3.24,2,Toys & Games
Toys & Games Item 118,2000000010175,Toys & Games product 118 - generated seed data.,14.16,0,Toys & Games
Toys & Games Item 119,2000000010182,Toys & Games product 119 - generated seed data.,1.81,1,Toys & Games
Toys & Games Item 120,2000000010199,Toys & Games product 120 - generated seed data.,19.15,2,Toys & Games
Toys & Games Item 121,2000000010205,Toys & Games product 121 - generated seed data.,5.26,0,Toys & Games
Toys & Games Item 122,2000000010212,Toys & Games product 122 - generated seed data.,5.48,1,Toys & Games
Toys & Games Item 123,2000000010229,Toys & Games product 123 - generated seed data.,21.76,2,Toys & Games
Toys & Games Item 124,2000000010236,Toys & Games product 124 - generated seed data.,8.28,0,Toys & Games
Toys & Games Item 125,2000000010243,Toys & Games product 125 - generated seed data.,3.77,1,Toys & Games
Toys & Games Item 126,2000000010250,Toys & Games product 126 - generated seed data.,22.52,2,Toys & Games
Toys & Games Item 127,2000000010267,Toys & Games product 127 - generated seed data.,0.17,0,Toys & Games
Toys & Games Item 128,2000000010274,Toys & Games product 128 - generated seed data.,21.47,1,Toys & Games
Toys & Games Item 129,2000000010281,Toys & Games product 129 - generated seed data.,3.7,2,Toys & Games
Toys & Games Item 130,2000000010298,Toys & Games product 130 - generated seed data.,3.34,0,Toys & Games
Toys & Games Item 131,2000000010304,Toys & Games product 131 - generated seed data.,6.34,1,Toys & Games
Toys & Games Item 132,2000000010311,Toys & Games product 132 - generated seed data.,4.44,2,Toys & Games
Toys & Games Item 133,2000000010328,Toys & Games product 133 - generated seed data.,16.56,0,Toys & Games
Toys & Games Item 134,2000000010335,Toys & Games product 134 - generated seed data.,0.74,1,Toys & Games
Toys & Games Item 135,2000000010342,Toys & Games product 135 - generated seed data.,0.47,2,Toys & Games
Toys & Games Item 136,2000000010359,Toys & Games product 136 - generated seed data.,19.77,0,Toys & Games
Toys & Games Item 137,2000000010366,Toys & Games product 137 - generated seed data.,6.02,1,Toys & Games
Toys & Games Item 138,2000000010373,Toys & Games product 138 - generated seed data.,8.16,2,Toys & Games
Toys & Games Item 139,2000000010380,Toys & Games product 139 - generated seed data.,4.44,0,Toys & Games
Toys & Games Item 140,2000000010397,Toys & Games product 140 - generated seed data.,1.4,1,Toys & Games
Toys & Games Item 141,2000000010403,Toys & Games product 141 - generated seed data.,18.57,2,Toys & Games
Toys & Games Item 142,2000000010410,Toys & Games product 142 - generated seed data.,13.2,0,Toys & Games
Toys & Games Item 143,2000000010427,Toys & Games product 143 - generated seed data.,18.67,1,Toys & Games
Toys & Games Item 144,2000000010434,Toys & Games product 144 - generated seed data.,11.96,2,Toys & Games
Toys & Games Item 145,2000000010441,Toys & Games product 145 - generated seed data.,19.47,0,Toys & Games
Toys & Games Item 146,2000000010458,Toys & Games product 146 - generated seed data.,12.88,1,Toys & Games
Toys & Games Item 147,2000000010465,Toys & Games product 147 - generated seed data.,2.82,2,Toys & Games
Toys & Games Item 148,2000000010472,Toys & Games product 148 - generated seed data.,12.65,0,Toys & Games
Toys & Games Item 149,2000000010489,Toys & Games product 149 - generated seed data.,23.64,1,Toys & Games
Toys & Games Item 150,2000000010496,Toys & Games product 150 - generated seed data.,1.18,2,Toys & Games
Clothing Item 001,2000000010502,Clothing product 1 - generated seed data.,19.6,0,Clothing
Clothing Item 002,2000000010519,Clothing product 2 - generated seed data.,21.69,1,Clothing
Clothing Item 003,2000000010526,Clothing product 3 - generated seed data.,13.08,2,Clothing
Clothing Item 004,2000000010533,Clothing product 4 - generated seed data.,11.51,0,Clothing
Clothing Item 005,2000000010540,Clothing product 5 - generated seed data.,24.1,1,Clothing
Clothing Item 006,2000000010557,Clothing product 6 - generated seed data.,1.61,2,Clothing
Clothing Item 007,2000000010564,Clothing product 7 - generated seed data.,12.03,0,Clothing
Clothing Item 008,2000000010571,Clothing product 8 - generated seed data.,10.1,1,Clothing
Clothing Item 009,2000000010588,Clothing product 9 - generated seed data.,17.18,2,Clothing
Clothing Item 010,2000000010595,Clothing product 10 - generated seed data.,12.31,0,Clothing
Clothing Item 011,2000000010601,Clothing product 11 - generated seed data.,22.75,1,Clothing
Clothing Item 012,2000000010618,Clothing product 12 - generated seed data.,1.93,2,Clothing
Clothing Item 013,2000000010625,Clothing product 13 - generated seed data.,2.11,0,Clothing
Clothing Item 014,2000000010632,Clothing product 14 - generated seed data.,15.25,1,Clothing
Clothing Item 015,2000000010649,Clothing product 15 - generated seed data.,1.74,2,Clothing
Clothing Item 016,2000000010656,Clothing product 16 - generated seed data.,6.95,0,Clothing
Clothing Item 017,2000000010663,Clothing product 17 - generated seed data.,15.86,1,Clothing
Clothing Item 018,2000000010670,Clothing product 18 - generated seed data.,13.75,2,Clothing
Clothing Item 019,2000000010687,Clothing product 19 - generated seed data.,8.2,0,Clothing
Clothing Item 020,2000000010694,Clothing product 20 - generated seed data.,24.87,1,Clothing
Clothing Item 021,2000000010700,Clothing product 21 - generated seed data.,13.31,2,Clothing
Clothing Item 022,2000000010717,Clothing product 22 - generated seed data.,11.4,0,Clothing
Clothing Item 023,2000000010724,Clothing product 23 - generated seed data.,15.18,1,Clothing
Clothing Item 024,2000000010731,Clothing product 24 - generated seed data.,2.57,2,Clothing
Clothing Item 025,2000000010748,Clothing product 25 - generated seed data.,17.57,0,Clothing
Clothing Item 026,2000000010755,Clothing product 26 - generated seed data.,21.33,1,Clothing
Clothing Item 027,2000000010762,Clothing product 27 - generated seed data.,16.31,2,Clothing
Clothing Item 028,2000000010779,Clothing product 28 - generated seed data.,19.25,0,Clothing
Clothing Item 029,2000000010786,Clothing product 29 - generated seed data.,18.05,1,Clothing
Clothing Item 030,2000000010793,Clothing product 30 - generated seed data.,5.45,2,Clothing
Clothing Item 031,2000000010809,Clothing product 31 - generated seed data.,11.34,0,Clothing
Clothing Item 032,2000000010816,Clothing product 32 - generated seed data.,5.79,1,Clothing
Clothing Item 033,2000000010823,Clothing product 33 - generated seed data.,8.54,2,Clothing
Clothing Item 034,2000000010830,Clothing product 34 - generated seed data.,11.39,0,Clothing
Clothing Item 035,2000000010847,Clothing product 35 - generated seed data.,10.46,1,Clothing
Clothing Item 036,2000000010854,Clothing product 36 - generated seed data.,2.47,2,Clothing
Clothing Item 037,2000000010861,Clothing product 37 - generated seed data.,10.73,0,Clothing
Clothing Item 038,2000000010878,Clothing product 38 - generated seed data.,16.66,1,Clothing
Clothing Item 039,2000000010885,Clothing product 39 - generated seed data.,9.42,2,Clothing
Clothing Item 040,2000000010892,Clothing product 40 - generated seed data.,3.9,0,Clothing
Clothing Item 041,2000000010908,Clothing product 41 - generated seed data.,23.08,1,Clothing
Clothing Item 042,2000000010915,Clothing product 42 - generated seed data.,1.77,2,Clothing
Clothing Item 043,2000000010922,Clothing product 43 - generated seed data.,20.81,0,Clothing
Clothing Item 044,2000000010939,Clothing product 44 - generated seed data.,2.42,1,Clothing
Clothing Item 045,2000000010946,Clothing product 45 - generated seed data.,2.5,2,Clothing
Clothing Item 046,2000000010953,Clothing product 46 - generated seed data.,18.5,0,Clothing
Clothing Item 047,2000000010960,Clothing product 47 - generated seed data.,20.31,1,Clothing
Clothing Item 048,2000000010977,Clothing product 48 - generated seed data.,13.95,2,Clothing
Clothing Item 049,2000000010984,Clothing product 49 - generated seed data.,14.7,0,Clothing
Clothing Item 050,2000000010991,Clothing product 50 - generated seed data.,14.08,1,Clothing
Clothing Item 051,2000000011004,Clothing product 51 - generated seed data.,8.31,2,Clothing
Clothing Item 052,2000000011011,Clothing product 52 - generated seed data.,3.14,0,Clothing
Clothing Item 053,2000000011028,Clothing product 53 - generated seed data.,8.9,1,Clothing
Clothing Item 054,2000000011035,Clothing product 54 - generated seed data.,16.67,2,Clothing
Clothing Item 055,2000000011042,Clothing product 55 - generated seed data.,18.78,0,Clothing
Clothing Item 056,2000000011059,Clothing product 56 - generated seed data.,21.72,1,Clothing
Clothing Item 057,2000000011066,Clothing product 57 - generated seed data.,18.05,2,Clothing
Clothing Item 058,2000000011073,Clothing product 58 - generated seed data.,24.21,0,Clothing
Clothing Item 059,2000000011080,Clothing product 59 - generated seed data.,15.05,1,Clothing
Clothing Item 060,2000000011097,Clothing product 60 - generated seed data.,8.86,2,Clothing
Clothing Item 061,2000000011103,Clothing product 61 - generated seed data.,14.49,0,Clothing
Clothing Item 062,2000000011110,Clothing product 62 - generated seed data.,5.4,1,Clothing
Clothing Item 063,2000000011127,Clothing product 63 - generated seed data.,16.45,2,Clothing
Clothing Item 064,2000000011134,Clothing product 64 - generated seed data.,5.68,0,Clothing
Clothing Item 065,2000000011141,Clothing product 65 - generated seed data.,2.79,1,Clothing
Clothing Item 066,2000000011158,Clothing product 66 - generated seed data.,21.15,2,Clothing
Clothing Item 067,2000000011165,Clothing product 67 - generated seed data.,9.25,0,Clothing
Clothing Item 068,2000000011172,Clothing product 68 - generated seed data.,19.09,1,Clothing
Clothing Item 069,2000000011189,Clothing product 69 - generated seed data.,14.4,2,Clothing
Clothing Item 070,2000000011196,Clothing product 70 - generated seed data.,20.2,0,Clothing
Clothing Item 071,2000000011202,Clothing product 71 - generated seed data.,21.14,1,Clothing
Clothing Item 072,2000000011219,Clothing product 72 - generated seed data.,24.37,2,Clothing
Clothing Item 073,2000000011226,Clothing product 73 - generated seed data.,20.48,0,Clothing
Clothing Item 074,2000000011233,Clothing product 74 - generated seed data.,15.38,1,Clothing
Clothing Item 075,2000000011240,Clothing product 75 - generated seed data.,16.1,2,Clothing
Clothing Item 076,2000000011257,Clothing product 76 - generated seed data.,0.75,0,Clothing
Clothing Item 077,2000000011264,Clothing product 77 - generated seed data.,23.23,1,Clothing
Clothing Item 078,2000000011271,Clothing product 78 - generated seed data.,20.75,2,Clothing
Clothing Item 079,2000000011288,Clothing product 79 - generated seed data.,6.76,0,Clothing
Clothing Item 080,2000000011295,Clothing product 80 - generated seed data.,4.59,1,Clothing
Clothing Item 081,2000000011301,Clothing product 81 - generated seed data.,17.6,2,Clothing
Clothing Item 082,2000000011318,Clothing product 82 - generated seed data.,7.79,0,Clothing
Clothing Item 083,2000000011325,Clothing product 83 - generated seed data.,8.56,1,Clothing
Clothing Item 084,2000000011332,Clothing product 84 - generated seed data.,0.25,2,Clothing
Clothing Item 085,2000000011349,Clothing product 85 - generated seed data.,21.76,0,Clothing
Clothing Item 086,2000000011356,Clothing product 86 - generated seed data.,14.2,1,Clothing
Clothing Item 087,2000000011363,Clothing product 87 - generated seed data.,10.08,2,Clothing
Clothing Item 088,2000000011370,Clothing product 88 - generated seed data.,3.63,0,Clothing
Clothing Item 089,2000000011387,Clothing product 89 - generated seed data.,15.87,1,Clothing
Clothing Item 090,2000000011394,Clothing product 90 - generated seed data.,0.86,2,Clothing
Clothing Item 091,2000000011400,Clothing product 91 - generated seed data.,18.68,0,Clothing
Clothing Item 092,2000000011417,Clothing product 92 - generated seed data.,5.46,1,Clothing
Clothing Item 093,2000000011424,Clothing product 93 - generated seed data.,10.55,2,Clothing
Clothing Item 094,2000000011431,Clothing product 94 - generated seed data.,8.59,0,Clothing
Clothing Item 095,2000000011448,Clothing product 95 - generated seed data.,9.31,1,Clothing
Clothing Item 096,2000000011455,Clothing product 96 - generated seed data.,18.07,2,Clothing
Clothing Item 097,2000000011462,Clothing product 97 - generated seed data.,19.44,0,Clothing
Clothing Item 098,2000000011479,Clothing product 98 - generated seed data.,14.23,1,Clothing
Clothing Item 099,2000000011486,Clothing product 99 - generated seed data.,2.22,2,Clothing
Clothing Item 100,2000000011493,Clothing product 100 - generated seed data.,1.41,0,Clothing
Clothing Item 101,2000000011509,Clothing product 101 - generated seed data.,4.02,1,Clothing
Clothing Item 102,2000000011516,Clothing product 102 - generated seed data.,15.48,2,Clothing
Clothing Item 103,2000000011523,Clothing product 103 - generated seed data.,16.88,0,Clothing
Clothing Item 104,2000000011530,Clothing product 104 - generated seed data.,6.88,1,Clothing
Clothing Item 105,2000000011547,Clothing product 105 - generated seed data.,16.58,2,Clothing
Clothing Item 106,2000000011554,Clothing product 106 - generated seed data.,12.19,0,Clothing
Clothing Item 107,2000000011561,Clothing product 107 - generated seed data.,11.11,1,Clothing
Clothing Item 108,2000000011578,Clothing product 108 - generated seed data.,6.9,2,Clothing
Clothing Item 109,2000000011585,Clothing product 109 - generated seed data.,18.9,0,Clothing
Clothing Item 110,2000000011592,Clothing product 110 - generated seed data.,2.93,1,Clothing
Clothing Item 111,2000000011608,Clothing product 111 - generated seed data.,10.8,2,Clothing
Clothing Item 112,2000000011615,Clothing product 112 - generated seed data.,7.15,0,Clothing
Clothing Item 113,2000000011622,Clothing product 113 - generated seed data.,16.99,1,Clothing
Clothing Item 114,2000000011639,Clothing product 114 - generated seed data.,12.22,2,Clothing
Clothing Item 115,2000000011646,Clothing product 115 - generated seed data.,16.71,0,Clothing
Clothing Item 116,2000000011653,Clothing product 116 - generated seed data.,1.23,1,Clothing
Clothing Item 117,2000000011660,Clothing product 117 - generated seed data.,9.94,2,Clothing
Clothing Item 118,2000000011677,Clothing product 118 - generated seed data.,15.02,0,Clothing
Clothing Item 119,2000000011684,Clothing product 119 - generated seed data.,0.29,1,Clothing
Clothing Item 120,2000000011691,Clothing product 120 - generated seed data.,7.61,2,Clothing
Clothing Item 121,2000000011707,Clothing product 121 - generated seed data.,5.36,0,Clothing
Clothing Item 122,2000000011714,Clothing product 122 - generated seed data.,3.52,1,Clothing
Clothing Item 123,2000000011721,Clothing product 123 - generated seed data.,6.46,2,Clothing
Clothing Item 124,2000000011738,Clothing product 124 - generated seed data.,8.27,0,Clothing
Clothing Item 125,2000000011745,Clothing product 125 - generated seed data.,0.29,1,Clothing
Clothing Item 126,2000000011752,Clothing product 126 - generated seed data.,18.7,2,Clothing
Clothing Item 127,2000000011769,Clothing product 127 - generated seed data.,4.47,0,Clothing
Clothing Item 128,2000000011776,Clothing product 128 - generated seed data.,9.57,1,Clothing
